,score,line,time_left,point_time,players,quarter
5,20-14,O-Line,01:12,1m56s,"Brown, Cook, Gall, Ladner, Osborne, Steiner, Theologidy",q4
6,20-15,D-Line,00:17,55s,"Finley, Goldberg, McDougall, Miller, Padula, Ransom, Seamus Robinson",q4
7,20-15,O-Line,00:00,17s,"Abdulla, Cook, Gall, Kiyoi, Ladner, McDougall, Van Deusen",q4
0,0-1,D-Line,11:03,57s,"D Larberg, DeAmicis, Lewis, Marbach, Rogers, Smith, Wuensch",q1
1,0-2,O-Line,09:54,1m9s,"Armour, Furuta, Hernandez, Jackson, Maurer, Slack, Wilder",q1
2,0-3,O-Line,08:34,1m20s,"Furuta, Hernandez, Lewis, Maurer, Miaw, Olson, Smith",q1
3,1-3,O-Line,07:35,59s,"Armour, Furuta, Hernandez, Jackson, Maurer, Slack, Wilder",q1
4,2-3,D-Line,06:08,1m27s,"Chambers, Emmons, Marbach, Miaw, Miller, Olson, Taylor",q1
5,3-3,D-Line,05:14,54s,"D Larberg, DeAmicis, Lewis, Rogers, Smith, Taylor, Wuensch",q1
6,3-4,D-Line,03:44,1m30s,"Chambers, D Larberg, Emmons, Lewis, Miaw, Miller, Olson",q1
7,3-5,O-Line,02:57,47s,"Armour, Furuta, Hernandez, Jackson, Maurer, Slack, Wilder",q1
8,3-5,O-Line,00:00,2m57s,"Armour, Furuta, Hernandez, Jackson, Maurer, Slack, Wilder",q1
0,3-6,O-Line,09:27,2m33s,"Armour, Furuta, Hernandez, Jackson, Marbach, Slack, Smith",q2
1,4-6,O-Line,08:48,39s,"D Larberg, Lewis, Maurer, Miaw, Olson, Rogers, Taylor",q2
2,4-7,D-Line,08:07,41s,"D Larberg, DeAmicis, Lewis, Marbach, Rogers, Smith, Wuensch",q2
3,4-8,O-Line,04:54,3m13s,"Armour, Furuta, Hernandez, Jackson, Maurer, Slack, Smith",q2
4,5-8,O-Line,04:50,4s,"Chambers, D Larberg, Emmons, Lewis, Miaw, Miller, Taylor",q2
5,6-8,D-Line,02:39,2m11s,"D Larberg, DeAmicis, Lewis, Marbach, Olson, Rogers, Wuensch",q2
6,6-9,D-Line,00:13,2m26s,"Chambers, Emmons, Miaw, Miller, Olson, Taylor, Wuensch",q2
7,6-9,O-Line,00:00,13s,"Armour, D Larberg, Hernandez, Jackson, Lewis, Maurer, Smith",q2
0,7-9,D-Line,09:27,2m33s,"D Larberg, DeAmicis, Lewis, Marbach, Olson, Rogers, Wuensch",q3
1,8-9,D-Line,08:27,1m0s,"Chambers, DeAmicis, Emmons, Furuta, Miaw, Miller, Taylor",q3
2,9-9,D-Line,07:28,59s,"Armour, Chambers, D Larberg, DeAmicis, Lewis, Olson, Rogers",q3
3,9-10,D-Line,05:49,1m39s,"D Larberg, Emmons, Furuta, Lewis, Miaw, Miller, Wuensch",q3
4,10-10,O-Line,03:48,2m1s,"Hernandez, Jackson, Marbach, Maurer, Slack, Smith, Taylor",q3
5,10-11,D-Line,02:41,1m7s,"Armour, D Larberg, DeAmicis, Lewis, Olson, Rogers, Wuensch",q3
6,10-11,O-Line,00:00,2m41s,"Hernandez, Jackson, Marbach, Maurer, Slack, Smith, Taylor",q3
0,11-11,O-Line,09:38,2m22s,"Hernandez, Jackson, Marbach, Maurer, Slack, Smith, Taylor",q4
1,11-12,D-Line,09:12,26s,"Armour, D Larberg, DeAmicis, Lewis, Maurer, Olson, Rogers",q4
2,12-12,O-Line,07:25,1m47s,"Hernandez, Jackson, Marbach, Maurer, Miaw, Olson, Smith",q4
3,13-12,D-Line,06:53,32s,"Armour, D Larberg, DeAmicis, Lewis, Olson, Rogers, Wuensch",q4
4,14-12,D-Line,05:36,1m17s,"Chambers, DeAmicis, Emmons, Furuta, Miaw, Miller, Wuensch",q4
5,14-13,D-Line,04:23,1m13s,"Armour, D Larberg, DeAmicis, Lewis, Olson, Rogers, Wilder",q4
6,15-13,O-Line,02:58,1m25s,"Hernandez, Jackson, Marbach, Maurer, Slack, Smith, Taylor",q4
7,15-14,D-Line,00:51,2m7s,"Chambers, D Larberg, Emmons, Furuta, Miaw, Miller, Wuensch",q4
8,15-14,O-Line,00:00,51s,"Hernandez, Jackson, Marbach, Maurer, Slack, Smith, Taylor",q4
0,0-1,D-Line,11:03,57s,"D Larberg, DeAmicis, Lewis, Marbach, Rogers, Smith, Wuensch",q1
1,0-2,O-Line,09:54,1m9s,"Armour, Furuta, Hernandez, Jackson, Maurer, Slack, Wilder",q1
2,0-3,O-Line,08:34,1m20s,"Furuta, Hernandez, Lewis, Maurer, Miaw, Olson, Smith",q1
3,1-3,O-Line,07:35,59s,"Armour, Furuta, Hernandez, Jackson, Maurer, Slack, Wilder",q1
4,2-3,D-Line,06:08,1m27s,"Chambers, Emmons, Marbach, Miaw, Miller, Olson, Taylor",q1
5,3-3,D-Line,05:14,54s,"D Larberg, DeAmicis, Lewis, Rogers, Smith, Taylor, Wuensch",q1
6,3-4,D-Line,03:44,1m30s,"Chambers, D Larberg, Emmons, Lewis, Miaw, Miller, Olson",q1
7,3-5,O-Line,02:57,47s,"Armour, Furuta, Hernandez, Jackson, Maurer, Slack, Wilder",q1
8,3-5,O-Line,00:00,2m57s,"Armour, Furuta, Hernandez, Jackson, Maurer, Slack, Wilder",q1
0,3-6,O-Line,09:27,2m33s,"Armour, Furuta, Hernandez, Jackson, Marbach, Slack, Smith",q2
1,4-6,O-Line,08:48,39s,"D Larberg, Lewis, Maurer, Miaw, Olson, Rogers, Taylor",q2
2,4-7,D-Line,08:07,41s,"D Larberg, DeAmicis, Lewis, Marbach, Rogers, Smith, Wuensch",q2
3,4-8,O-Line,04:54,3m13s,"Armour, Furuta, Hernandez, Jackson, Maurer, Slack, Smith",q2
4,5-8,O-Line,04:50,4s,"Chambers, D Larberg, Emmons, Lewis, Miaw, Miller, Taylor",q2
5,6-8,D-Line,02:39,2m11s,"D Larberg, DeAmicis, Lewis, Marbach, Olson, Rogers, Wuensch",q2
6,6-9,D-Line,00:13,2m26s,"Chambers, Emmons, Miaw, Miller, Olson, Taylor, Wuensch",q2
7,6-9,O-Line,00:00,13s,"Armour, D Larberg, Hernandez, Jackson, Lewis, Maurer, Smith",q2
0,7-9,D-Line,09:27,2m33s,"D Larberg, DeAmicis, Lewis, Marbach, Olson, Rogers, Wuensch",q3
1,8-9,D-Line,08:27,1m0s,"Chambers, DeAmicis, Emmons, Furuta, Miaw, Miller, Taylor",q3
2,9-9,D-Line,07:28,59s,"Armour, Chambers, D Larberg, DeAmicis, Lewis, Olson, Rogers",q3
3,9-10,D-Line,05:49,1m39s,"D Larberg, Emmons, Furuta, Lewis, Miaw, Miller, Wuensch",q3
4,10-10,O-Line,03:48,2m1s,"Hernandez, Jackson, Marbach, Maurer, Slack, Smith, Taylor",q3
5,10-11,D-Line,02:41,1m7s,"Armour, D Larberg, DeAmicis, Lewis, Olson, Rogers, Wuensch",q3
6,10-11,O-Line,00:00,2m41s,"Hernandez, Jackson, Marbach, Maurer, Slack, Smith, Taylor",q3
0,11-11,O-Line,09:38,2m22s,"Hernandez, Jackson, Marbach, Maurer, Slack, Smith, Taylor",q4
1,11-12,D-Line,09:12,26s,"Armour, D Larberg, DeAmicis, Lewis, Maurer, Olson, Rogers",q4
2,12-12,O-Line,07:25,1m47s,"Hernandez, Jackson, Marbach, Maurer, Miaw, Olson, Smith",q4
3,13-12,D-Line,06:53,32s,"Armour, D Larberg, DeAmicis, Lewis, Olson, Rogers, Wuensch",q4
4,14-12,D-Line,05:36,1m17s,"Chambers, DeAmicis, Emmons, Furuta, Miaw, Miller, Wuensch",q4
5,14-13,D-Line,04:23,1m13s,"Armour, D Larberg, DeAmicis, Lewis, Olson, Rogers, Wilder",q4
6,15-13,O-Line,02:58,1m25s,"Hernandez, Jackson, Marbach, Maurer, Slack, Smith, Taylor",q4
7,15-14,D-Line,00:51,2m7s,"Chambers, D Larberg, Emmons, Furuta, Miaw, Miller, Wuensch",q4
8,15-14,O-Line,00:00,51s,"Hernandez, Jackson, Marbach, Maurer, Slack, Smith, Taylor",q4
0,0-1,D-Line,11:13,47s,"Bennett, Bowman, Chambers, DeLuna, Moore, Walter, Wylie",q1
1,1-1,O-Line,10:34,39s,"Brodbeck, S Heath, Sames, Starkel, Stone, Swiatek, Valsaraj",q1
2,1-2,D-Line,10:15,19s,"A Heath, Bowman, Layden, Lewis, Potts, Slayton, Worthington",q1
3,2-2,O-Line,08:10,2m5s,"Brodbeck, S Heath, Sames, Starkel, Stone, Swiatek, Valsaraj",q1
4,3-2,D-Line,06:35,1m35s,"Bennett, Bowman, Chambers, DeLuna, Moore, Walter, Wylie",q1
5,4-2,D-Line,05:03,1m32s,"A Heath, Layden, Lewis, Potts, Slayton, Swiatek, Worthington",q1
6,4-3,D-Line,03:23,1m40s,"Bennett, Bowman, Chambers, DeLuna, Moore, Walter, Wylie",q1
7,5-3,O-Line,03:06,17s,"Brodbeck, S Heath, Sames, Starkel, Stone, Swiatek, Valsaraj",q1
8,6-3,D-Line,01:04,2m2s,"A Heath, Layden, Lewis, Moore, Potts, Slayton, Worthington",q1
9,6-4,D-Line,00:12,52s,"Bennett, Bowman, Chambers, DeLuna, Swiatek, Walter, Wylie",q1
10,6-4,O-Line,00:00,12s,"Bennett, Bowman, DeLuna, Slayton, Stone, Valsaraj, Walter",q1
0,7-4,O-Line,11:02,58s,"Brodbeck, S Heath, Sames, Starkel, Stone, Swiatek, Valsaraj",q2
1,7-5,D-Line,10:29,33s,"Bennett, Bowman, Chambers, DeLuna, Moore, Walter, Wylie",q2
2,8-5,O-Line,09:57,32s,"Brodbeck, S Heath, Sames, Starkel, Stone, Swiatek, Valsaraj",q2
3,9-5,D-Line,08:06,1m51s,"A Heath, DeLuna, Layden, Lewis, Potts, Slayton, Worthington",q2
4,9-6,D-Line,07:39,27s,"Bennett, Bowman, Chambers, DeLuna, Moore, Walter, Wylie",q2
5,9-7,O-Line,06:57,42s,"Brodbeck, S Heath, Sames, Starkel, Stone, Swiatek, Valsaraj",q2
6,10-7,O-Line,06:34,23s,"Bennett, Bowman, Brodbeck, Moore, Slayton, Swiatek, Wylie",q2
7,11-7,D-Line,04:21,2m13s,"A Heath, Layden, Lewis, Potts, Slayton, Walter, Worthington",q2
8,12-7,D-Line,03:54,27s,"A Heath, Bowman, Layden, Lewis, Potts, Slayton, Worthington",q2
9,13-7,D-Line,01:54,2m0s,"A Heath, Bowman, DeLuna, Layden, Lewis, Potts, Slayton",q2
10,13-7,D-Line,00:00,1m54s,"Bennett, Bowman, Chambers, Moore, Walter, Worthington, Wylie",q2
0,14-7,D-Line,11:15,45s,"Bennett, Bowman, Chambers, DeLuna, Moore, Walter, Wylie",q3
1,14-8,D-Line,09:22,1m53s,"A Heath, Layden, Lewis, Potts, Slayton, Worthington, Wylie",q3
2,15-8,O-Line,08:19,1m3s,"Brodbeck, S Heath, Sames, Starkel, Stone, Swiatek, Valsaraj",q3
3,15-9,D-Line,07:46,33s,"A Heath, Bowman, DeLuna, Lewis, Potts, Slayton, Worthington",q3
4,15-10,O-Line,06:05,1m41s,"Brodbeck, S Heath, Sames, Starkel, Stone, Swiatek, Valsaraj",q3
5,16-10,O-Line,05:46,19s,"Bennett, Bowman, Brodbeck, Chambers, Slayton, Walter, Wylie",q3
6,16-11,D-Line,04:31,1m15s,"Bennett, Bowman, Chambers, DeLuna, Moore, Walter, Wylie",q3
7,17-11,O-Line,03:35,56s,"Brodbeck, S Heath, Sames, Starkel, Stone, Swiatek, Valsaraj",q3
8,17-12,D-Line,02:28,1m7s,"A Heath, Bennett, Bowman, Layden, Lewis, Slayton, Worthington",q3
9,18-12,O-Line,01:23,1m5s,"Brodbeck, Moore, S Heath, Sames, Starkel, Swiatek, Valsaraj",q3
10,18-12,D-Line,00:00,1m23s,"Bennett, Bowman, Chambers, DeLuna, Potts, Walter, Wylie",q3
0,19-12,O-Line,11:20,40s,"Brodbeck, S Heath, Sames, Starkel, Stone, Swiatek, Valsaraj",q4
1,20-12,D-Line,08:47,2m33s,"A Heath, Chambers, Layden, Lewis, Potts, Slayton, Worthington",q4
2,20-13,D-Line,08:04,43s,"Bennett, Bowman, Chambers, DeLuna, Moore, Walter, Wylie",q4
3,21-13,O-Line,07:27,37s,"Brodbeck, S Heath, Sames, Starkel, Stone, Swiatek, Valsaraj",q4
4,22-13,D-Line,06:00,1m27s,"A Heath, Bennett, Layden, Lewis, Potts, Slayton, Worthington",q4
5,22-14,D-Line,05:36,24s,"Bennett, Bowman, Chambers, DeLuna, Potts, Stone, Walter",q4
6,23-14,O-Line,04:53,43s,"Brodbeck, S Heath, Sames, Starkel, Stone, Swiatek, Valsaraj",q4
7,24-14,D-Line,02:58,1m55s,"Bennett, Bowman, Chambers, Lewis, Potts, Slayton, Worthington",q4
8,25-14,D-Line,01:52,1m6s,"Bennett, Bowman, DeLuna, Moore, Slayton, Worthington, Wylie",q4
9,25-15,D-Line,00:42,1m10s,"Bennett, Brodbeck, Lewis, Sames, Slayton, Stone, Worthington",q4
10,25-15,O-Line,00:00,42s,"Bowman, Chambers, S Heath, Starkel, Stone, Swiatek, Wylie",q4
0,0-1,D-Line,11:13,47s,"Bennett, Bowman, Chambers, DeLuna, Moore, Walter, Wylie",q1
1,1-1,O-Line,10:34,39s,"Brodbeck, S Heath, Sames, Starkel, Stone, Swiatek, Valsaraj",q1
2,1-2,D-Line,10:15,19s,"A Heath, Bowman, Layden, Lewis, Potts, Slayton, Worthington",q1
3,2-2,O-Line,08:10,2m5s,"Brodbeck, S Heath, Sames, Starkel, Stone, Swiatek, Valsaraj",q1
4,3-2,D-Line,06:35,1m35s,"Bennett, Bowman, Chambers, DeLuna, Moore, Walter, Wylie",q1
5,4-2,D-Line,05:03,1m32s,"A Heath, Layden, Lewis, Potts, Slayton, Swiatek, Worthington",q1
6,4-3,D-Line,03:23,1m40s,"Bennett, Bowman, Chambers, DeLuna, Moore, Walter, Wylie",q1
7,5-3,O-Line,03:06,17s,"Brodbeck, S Heath, Sames, Starkel, Stone, Swiatek, Valsaraj",q1
8,6-3,D-Line,01:04,2m2s,"A Heath, Layden, Lewis, Moore, Potts, Slayton, Worthington",q1
9,6-4,D-Line,00:12,52s,"Bennett, Bowman, Chambers, DeLuna, Swiatek, Walter, Wylie",q1
10,6-4,O-Line,00:00,12s,"Bennett, Bowman, DeLuna, Slayton, Stone, Valsaraj, Walter",q1
0,7-4,O-Line,11:02,58s,"Brodbeck, S Heath, Sames, Starkel, Stone, Swiatek, Valsaraj",q2
1,7-5,D-Line,10:29,33s,"Bennett, Bowman, Chambers, DeLuna, Moore, Walter, Wylie",q2
2,8-5,O-Line,09:57,32s,"Brodbeck, S Heath, Sames, Starkel, Stone, Swiatek, Valsaraj",q2
3,9-5,D-Line,08:06,1m51s,"A Heath, DeLuna, Layden, Lewis, Potts, Slayton, Worthington",q2
4,9-6,D-Line,07:39,27s,"Bennett, Bowman, Chambers, DeLuna, Moore, Walter, Wylie",q2
5,9-7,O-Line,06:57,42s,"Brodbeck, S Heath, Sames, Starkel, Stone, Swiatek, Valsaraj",q2
6,10-7,O-Line,06:34,23s,"Bennett, Bowman, Brodbeck, Moore, Slayton, Swiatek, Wylie",q2
7,11-7,D-Line,04:21,2m13s,"A Heath, Layden, Lewis, Potts, Slayton, Walter, Worthington",q2
8,12-7,D-Line,03:54,27s,"A Heath, Bowman, Layden, Lewis, Potts, Slayton, Worthington",q2
9,13-7,D-Line,01:54,2m0s,"A Heath, Bowman, DeLuna, Layden, Lewis, Potts, Slayton",q2
10,13-7,D-Line,00:00,1m54s,"Bennett, Bowman, Chambers, Moore, Walter, Worthington, Wylie",q2
0,14-7,D-Line,11:15,45s,"Bennett, Bowman, Chambers, DeLuna, Moore, Walter, Wylie",q3
1,14-8,D-Line,09:22,1m53s,"A Heath, Layden, Lewis, Potts, Slayton, Worthington, Wylie",q3
2,15-8,O-Line,08:19,1m3s,"Brodbeck, S Heath, Sames, Starkel, Stone, Swiatek, Valsaraj",q3
3,15-9,D-Line,07:46,33s,"A Heath, Bowman, DeLuna, Lewis, Potts, Slayton, Worthington",q3
4,15-10,O-Line,06:05,1m41s,"Brodbeck, S Heath, Sames, Starkel, Stone, Swiatek, Valsaraj",q3
5,16-10,O-Line,05:46,19s,"Bennett, Bowman, Brodbeck, Chambers, Slayton, Walter, Wylie",q3
6,16-11,D-Line,04:31,1m15s,"Bennett, Bowman, Chambers, DeLuna, Moore, Walter, Wylie",q3
7,17-11,O-Line,03:35,56s,"Brodbeck, S Heath, Sames, Starkel, Stone, Swiatek, Valsaraj",q3
8,17-12,D-Line,02:28,1m7s,"A Heath, Bennett, Bowman, Layden, Lewis, Slayton, Worthington",q3
9,18-12,O-Line,01:23,1m5s,"Brodbeck, Moore, S Heath, Sames, Starkel, Swiatek, Valsaraj",q3
10,18-12,D-Line,00:00,1m23s,"Bennett, Bowman, Chambers, DeLuna, Potts, Walter, Wylie",q3
0,19-12,O-Line,11:20,40s,"Brodbeck, S Heath, Sames, Starkel, Stone, Swiatek, Valsaraj",q4
1,20-12,D-Line,08:47,2m33s,"A Heath, Chambers, Layden, Lewis, Potts, Slayton, Worthington",q4
2,20-13,D-Line,08:04,43s,"Bennett, Bowman, Chambers, DeLuna, Moore, Walter, Wylie",q4
3,21-13,O-Line,07:27,37s,"Brodbeck, S Heath, Sames, Starkel, Stone, Swiatek, Valsaraj",q4
4,22-13,D-Line,06:00,1m27s,"A Heath, Bennett, Layden, Lewis, Potts, Slayton, Worthington",q4
5,22-14,D-Line,05:36,24s,"Bennett, Bowman, Chambers, DeLuna, Potts, Stone, Walter",q4
6,23-14,O-Line,04:53,43s,"Brodbeck, S Heath, Sames, Starkel, Stone, Swiatek, Valsaraj",q4
7,24-14,D-Line,02:58,1m55s,"Bennett, Bowman, Chambers, Lewis, Potts, Slayton, Worthington",q4
8,25-14,D-Line,01:52,1m6s,"Bennett, Bowman, DeLuna, Moore, Slayton, Worthington, Wylie",q4
9,25-15,D-Line,00:42,1m10s,"Bennett, Brodbeck, Lewis, Sames, Slayton, Stone, Worthington",q4
10,25-15,O-Line,00:00,42s,"Bowman, Chambers, S Heath, Starkel, Stone, Swiatek, Wylie",q4
0,0-1,D-Line,11:38,22s,"Gagne-Maynard, Hulsmeyer, K Taylor, Miller, Oravic, Polk, Stubbs",q1
1,1-1,O-Line,10:55,43s,"A Taylor, Davis, Ekwurtzel, Lindquist, Pierce, Robinson, Smith",q1
2,2-1,D-Line,07:39,3m16s,"Bray, Gagne-Maynard, Hulsmeyer, Knowles, Polk, Spinks, Williams",q1
3,3-1,D-Line,06:36,1m3s,"French, K Taylor, Miller, Oravic, Polk, Stubbs, Williams",q1
4,4-1,D-Line,04:57,1m39s,"Bray, Davis, Gagne-Maynard, Hulsmeyer, Knowles, Spinks, Williams",q1
5,4-2,D-Line,04:09,48s,"French, K Taylor, Lindquist, Miller, Oravic, Polk, Stubbs",q1
6,5-2,O-Line,03:35,34s,"A Taylor, Davis, Ekwurtzel, Jaime, Pierce, Robinson, Smith",q1
7,6-2,D-Line,02:27,1m8s,"Bray, Gagne-Maynard, Hulsmeyer, Knowles, Polk, Spinks, Williams",q1
8,6-3,D-Line,00:59,1m28s,"Ekwurtzel, French, K Taylor, Miller, Oravic, Polk, Stubbs",q1
9,7-3,O-Line,00:24,35s,"A Taylor, Davis, Jaime, Lindquist, Pierce, Robinson, Smith",q1
10,7-3,D-Line,00:00,24s,"Bray, Gagne-Maynard, Hulsmeyer, Knowles, Spinks, Stubbs, Williams",q1
0,8-3,O-Line,11:17,43s,"A Taylor, Davis, Ekwurtzel, Jaime, Lindquist, Pierce, Robinson",q2
1,8-4,D-Line,09:15,2m2s,"French, Gagne-Maynard, K Taylor, Miller, Polk, Stubbs, Williams",q2
2,9-4,O-Line,08:18,57s,"A Taylor, Ekwurtzel, Jaime, Lindquist, Pierce, Robinson, Smith",q2
3,9-5,D-Line,07:05,1m13s,"Bray, Gagne-Maynard, Hulsmeyer, Knowles, Polk, Spinks, Williams",q2
4,10-5,O-Line,06:37,28s,"A Taylor, Davis, Ekwurtzel, Pierce, Robinson, Smith, Stubbs",q2
5,10-6,D-Line,06:00,37s,"French, Hulsmeyer, K Taylor, Miller, Oravic, Robinson, Stubbs",q2
6,11-6,O-Line,04:29,1m31s,"A Taylor, Davis, Ekwurtzel, Jaime, Lindquist, Pierce, Smith",q2
7,12-6,D-Line,02:19,2m10s,"Bray, French, Gagne-Maynard, Hulsmeyer, Knowles, Spinks, Williams",q2
8,12-7,D-Line,01:51,28s,"Gagne-Maynard, Hulsmeyer, K Taylor, Miller, Oravic, Polk, Stubbs",q2
9,13-7,O-Line,01:06,45s,"A Taylor, Davis, Jaime, Lindquist, Pierce, Robinson, Smith",q2
10,13-7,D-Line,00:00,1m6s,"Bray, Gagne-Maynard, Hulsmeyer, Knowles, Polk, Spinks, Williams",q2
0,14-7,D-Line,11:22,38s,"French, K Taylor, Knowles, Miller, Polk, Stubbs, Williams",q3
1,14-8,D-Line,10:34,48s,"Bray, Davis, Gagne-Maynard, Hulsmeyer, Knowles, Spinks, Williams",q3
2,15-8,O-Line,09:30,1m4s,"A Taylor, Bray, Ekwurtzel, Jaime, Pierce, Robinson, Smith",q3
3,15-9,D-Line,08:49,41s,"Hulsmeyer, K Taylor, Lindquist, Miller, Oravic, Polk, Stubbs",q3
4,16-9,O-Line,08:08,41s,"A Taylor, Davis, Ekwurtzel, Jaime, Pierce, Robinson, Smith",q3
5,16-10,D-Line,06:50,1m18s,"Bray, Gagne-Maynard, Hulsmeyer, Knowles, Spinks, Stubbs, Williams",q3
6,16-11,O-Line,05:37,1m13s,"A Taylor, Davis, Ekwurtzel, Jaime, Lindquist, Pierce, Robinson",q3
7,17-11,O-Line,04:52,45s,"A Taylor, Bray, Hulsmeyer, Pierce, Polk, Smith, Stubbs",q3
8,17-12,D-Line,04:24,28s,"K Taylor, Miller, Oravic, Polk, Smith, Stubbs, Williams",q3
9,18-12,O-Line,03:22,1m2s,"A Taylor, Davis, Ekwurtzel, Jaime, Lindquist, Pierce, Robinson",q3
10,18-13,D-Line,02:18,1m4s,"Bray, Gagne-Maynard, Hulsmeyer, Knowles, Polk, Spinks, Williams",q3
11,19-13,O-Line,01:24,54s,"A Taylor, Davis, Ekwurtzel, Jaime, Pierce, Robinson, Smith",q3
12,19-14,D-Line,01:01,23s,"K Taylor, Miller, Oravic, Polk, Spinks, Stubbs, Williams",q3
13,20-14,O-Line,00:32,29s,"A Taylor, Bray, Davis, Jaime, Pierce, Robinson, Smith",q3
14,20-15,D-Line,00:19,13s,"Bray, Gagne-Maynard, Hulsmeyer, Knowles, Pierce, Stubbs, Williams",q3
15,20-15,O-Line,00:00,19s,"A Taylor, Davis, Hulsmeyer, Jaime, Pierce, Robinson, Smith",q3
0,20-16,O-Line,10:43,1m17s,"A Taylor, Davis, Ekwurtzel, Jaime, Pierce, Robinson, Smith",q4
1,21-16,O-Line,10:15,28s,"A Taylor, Bray, Hulsmeyer, Jaime, Lindquist, Pierce, Smith",q4
2,21-17,D-Line,09:12,1m3s,"Bray, Hulsmeyer, K Taylor, Miller, Oravic, Polk, Williams",q4
3,22-17,O-Line,08:41,31s,"A Taylor, Davis, Ekwurtzel, Jaime, Lindquist, Pierce, Robinson",q4
4,22-18,D-Line,07:34,1m7s,"Bray, Gagne-Maynard, Hulsmeyer, Knowles, Polk, Spinks, Williams",q4
5,23-18,O-Line,06:43,51s,"A Taylor, Ekwurtzel, Jaime, Lindquist, Pierce, Robinson, Smith",q4
6,23-19,D-Line,06:05,38s,"French, Hulsmeyer, K Taylor, Miller, Oravic, Polk, Williams",q4
7,24-19,O-Line,05:24,41s,"A Taylor, Ekwurtzel, Jaime, Lindquist, Pierce, Robinson, Smith",q4
8,24-20,D-Line,04:41,43s,"Bray, Gagne-Maynard, Hulsmeyer, Knowles, Polk, Spinks, Williams",q4
9,25-20,O-Line,04:12,29s,"A Taylor, Ekwurtzel, Jaime, Lindquist, Pierce, Robinson, Smith",q4
10,25-21,D-Line,01:48,2m24s,"Bray, French, Gagne-Maynard, Hulsmeyer, K Taylor, Miller, Polk",q4
11,26-21,O-Line,00:35,1m13s,"A Taylor, Ekwurtzel, Jaime, Lindquist, Pierce, Robinson, Smith",q4
12,27-21,D-Line,00:01,34s,"Bray, French, Gagne-Maynard, Hulsmeyer, K Taylor, Miller, Polk",q4
13,27-22,D-Line,00:00,,"Bray, Gagne-Maynard, Hulsmeyer, Knowles, Polk, Spinks, Williams",q4
0,0-1,D-Line,11:38,22s,"Gagne-Maynard, Hulsmeyer, K Taylor, Miller, Oravic, Polk, Stubbs",q1
1,1-1,O-Line,10:55,43s,"A Taylor, Davis, Ekwurtzel, Lindquist, Pierce, Robinson, Smith",q1
2,2-1,D-Line,07:39,3m16s,"Bray, Gagne-Maynard, Hulsmeyer, Knowles, Polk, Spinks, Williams",q1
3,3-1,D-Line,06:36,1m3s,"French, K Taylor, Miller, Oravic, Polk, Stubbs, Williams",q1
4,4-1,D-Line,04:57,1m39s,"Bray, Davis, Gagne-Maynard, Hulsmeyer, Knowles, Spinks, Williams",q1
5,4-2,D-Line,04:09,48s,"French, K Taylor, Lindquist, Miller, Oravic, Polk, Stubbs",q1
6,5-2,O-Line,03:35,34s,"A Taylor, Davis, Ekwurtzel, Jaime, Pierce, Robinson, Smith",q1
7,6-2,D-Line,02:27,1m8s,"Bray, Gagne-Maynard, Hulsmeyer, Knowles, Polk, Spinks, Williams",q1
8,6-3,D-Line,00:59,1m28s,"Ekwurtzel, French, K Taylor, Miller, Oravic, Polk, Stubbs",q1
9,7-3,O-Line,00:24,35s,"A Taylor, Davis, Jaime, Lindquist, Pierce, Robinson, Smith",q1
10,7-3,D-Line,00:00,24s,"Bray, Gagne-Maynard, Hulsmeyer, Knowles, Spinks, Stubbs, Williams",q1
0,8-3,O-Line,11:17,43s,"A Taylor, Davis, Ekwurtzel, Jaime, Lindquist, Pierce, Robinson",q2
1,8-4,D-Line,09:15,2m2s,"French, Gagne-Maynard, K Taylor, Miller, Polk, Stubbs, Williams",q2
2,9-4,O-Line,08:18,57s,"A Taylor, Ekwurtzel, Jaime, Lindquist, Pierce, Robinson, Smith",q2
3,9-5,D-Line,07:05,1m13s,"Bray, Gagne-Maynard, Hulsmeyer, Knowles, Polk, Spinks, Williams",q2
4,10-5,O-Line,06:37,28s,"A Taylor, Davis, Ekwurtzel, Pierce, Robinson, Smith, Stubbs",q2
5,10-6,D-Line,06:00,37s,"French, Hulsmeyer, K Taylor, Miller, Oravic, Robinson, Stubbs",q2
6,11-6,O-Line,04:29,1m31s,"A Taylor, Davis, Ekwurtzel, Jaime, Lindquist, Pierce, Smith",q2
7,12-6,D-Line,02:19,2m10s,"Bray, French, Gagne-Maynard, Hulsmeyer, Knowles, Spinks, Williams",q2
8,12-7,D-Line,01:51,28s,"Gagne-Maynard, Hulsmeyer, K Taylor, Miller, Oravic, Polk, Stubbs",q2
9,13-7,O-Line,01:06,45s,"A Taylor, Davis, Jaime, Lindquist, Pierce, Robinson, Smith",q2
10,13-7,D-Line,00:00,1m6s,"Bray, Gagne-Maynard, Hulsmeyer, Knowles, Polk, Spinks, Williams",q2
0,14-7,D-Line,11:22,38s,"French, K Taylor, Knowles, Miller, Polk, Stubbs, Williams",q3
1,14-8,D-Line,10:34,48s,"Bray, Davis, Gagne-Maynard, Hulsmeyer, Knowles, Spinks, Williams",q3
2,15-8,O-Line,09:30,1m4s,"A Taylor, Bray, Ekwurtzel, Jaime, Pierce, Robinson, Smith",q3
3,15-9,D-Line,08:49,41s,"Hulsmeyer, K Taylor, Lindquist, Miller, Oravic, Polk, Stubbs",q3
