YEAR - TEAM,GAMES,POINTS_PLAYED,MINUTES,ASSISTSS,GOALS,BLOCKS,P/M,COMPLETIONS,COMPLETION_PERCENT,THROWING_YARDS,RECEIVING_YARDS,HOCKEY_ASSISTS,TURNS,STALLS,DROPS,CALLAHANS,HUCKS,HUCK_PERCENT,OFFESNIVE_PP,DEFENSIVE_PP,PULLS,PULL_PERCENT,PULL_HANGTIME,NAME,SEASON
2014 - SEA,10,185,183,9,12,13,17,39,76.47,--,--,4,10,0,7,0,--,--,25,160,0,--,--,Ryan Sturm,regular season
Career,12,209,219,9,12,13,17,46,77.97,-11,52,4,10,0,7,0,0,0,30,179,0,--,--,Ryan Sturm,regular season
2015 - VAN,5,63,43,1,1,2,2,9,81.82,--,--,2,2,0,0,0,--,--,33,30,0,--,--,Ryan Sun,regular season
2014 - VAN,11,161,131,4,28,3,27,34,85,--,--,3,5,1,3,0,--,--,135,26,0,--,--,Ryan Sun,regular season
Career,16,224,174,5,29,5,29,43,84.31,--,--,5,7,1,3,0,--,--,168,56,0,--,--,Ryan Sun,regular season
2018 - DET,2,37,24,5,2,0,6,41,97.62,--,--,1,1,0,0,0,--,--,31,6,0,--,--,Ryan Sutter,regular season
2018 - DC,9,192,189,6,8,8,12,178,93.68,--,--,14,8,0,2,0,--,--,90,102,0,--,--,Ryan Swift,regular season
2017 - DC,11,153,131,6,4,5,9,39,92.86,--,--,5,3,0,3,0,--,--,23,130,0,--,--,Ryan Swift,regular season
Career,20,345,321,12,12,13,21,217,93.53,--,--,19,11,0,5,0,--,--,113,232,0,--,--,Ryan Swift,regular season
2017 - DC,2,31,25,1,1,1,2,3,100,--,--,0,0,0,1,0,--,--,3,28,0,--,--,Ryan Swift,post-season
2019 - MAD,2,28,29,2,1,2,3,15,88.24,--,--,2,2,0,0,0,--,--,24,4,0,--,--,Ryan Tucker,regular season
2018 - MAD,7,96,100,6,6,5,13,32,94.12,--,--,6,2,0,2,0,--,--,67,29,0,--,--,Ryan Tucker,regular season
2017 - MAD,9,113,111,4,22,3,28,28,96.55,--,--,3,0,0,1,0,--,--,94,19,0,--,--,Ryan Tucker,regular season
2016 - MAD,9,148,136,13,22,7,37,47,95.92,--,--,7,2,0,3,0,--,--,121,27,0,--,--,Ryan Tucker,regular season
Career,27,385,378,25,51,17,81,122,94.57,--,--,18,6,0,6,0,--,--,306,79,0,--,--,Ryan Tucker,regular season
2016 - MAD,1,7,9,0,1,0,0,1,100,--,--,0,0,0,1,0,--,--,6,1,0,--,--,Ryan Tucker,post-season
2021 - BOS,3,49,51,3,4,0,5,20,95.24,49,231,1,1,0,1,0,0,0,41,8,0,--,--,Ryan Turner,regular season
2019 - OTT,9,71,66,0,2,4,4,15,93.75,--,--,1,1,0,1,0,--,--,4,67,0,--,--,Ryan Wallace,regular season
2018 - OTT,1,11,5,0,0,0,0,3,100,--,--,1,0,0,0,0,--,--,0,11,0,--,--,Ryan Wallace,regular season
Career,10,82,71,0,2,4,4,18,94.74,--,--,2,1,0,1,0,--,--,4,78,0,--,--,Ryan Wallace,regular season
2021 - NY,9,161,164,9,6,3,9,239,95.6,1803,600,12,9,0,0,0,7,77.78,154,7,0,--,--,Ryan Weaver,regular season
2019 - PHI,7,134,162,17,7,1,6,186,89.86,--,--,10,18,0,1,0,--,--,124,10,0,--,--,Ryan Weaver,regular season
2018 - PHI,6,76,74,3,2,2,2,50,87.72,--,--,4,5,0,0,0,--,--,13,63,1,100,2.66,Ryan Weaver,regular season
Career,22,371,402,29,15,6,17,475,92.41,1803,600,26,32,0,1,0,7,77.78,291,80,1,100,2.66,Ryan Weaver,regular season
2021 - NY,3,37,46,2,0,0,-2,40,90.91,144,294,2,4,0,0,0,1,33.33,35,2,0,--,--,Ryan Weaver,post-season
2019 - MIN,8,86,63,2,6,1,7,11,84.62,--,--,2,2,0,0,0,--,--,13,73,0,--,--,Ryan Welch,regular season
2018 - RAL,7,93,88,1,3,0,1,35,89.74,--,--,1,3,0,0,0,--,--,3,90,15,100,6.96,Ryan Werkmeister,regular season
2016 - CHA,11,151,142,6,9,7,11,96,91.43,--,--,9,9,0,2,0,--,--,61,90,30,88.24,4.88,Ryan Werkmeister,regular season
Career,18,244,231,7,12,7,12,131,90.97,--,--,10,12,0,2,0,--,--,64,180,45,91.84,5.75,Ryan Werkmeister,regular season
2021 - BOS,8,110,109,1,1,8,9,11,91.67,62,165,0,1,0,0,0,0,0,1,109,0,--,--,Ryan Woodhouse,regular season
2018 - DET,10,199,191,5,2,5,-5,87,84.47,--,--,5,12,0,5,0,--,--,123,76,0,--,--,Ryan Yergin,regular season
2017 - DET,3,42,35,0,3,2,3,8,100,--,--,0,0,0,2,0,--,--,18,24,0,--,--,Ryan Yergin,regular season
Career,13,241,227,5,5,7,-2,95,85.59,--,--,5,12,0,7,0,--,--,141,100,0,--,--,Ryan Yergin,regular season
2015 - ATL,5,56,47,3,4,0,5,12,75,--,--,2,2,0,0,0,--,--,3,53,0,--,--,Ryans Simmons,regular season
2018 - SF,1,13,9,0,0,0,-1,9,90,--,--,0,1,0,0,0,--,--,3,10,7,77.78,4.91,Ryo Kawaoka,regular season
2015 - SF,1,17,13,1,0,0,1,19,100,--,--,1,0,0,0,0,--,--,7,10,0,--,--,Ryo Kawaoka,regular season
2014 - SF,10,221,222,8,3,7,-5,168,84.85,--,--,11,22,0,1,0,--,--,98,123,7,87.5,4.57,Ryo Kawaoka,regular season
Career,12,251,246,9,3,7,-5,196,86.34,--,--,12,23,0,1,0,--,--,108,143,14,82.35,4.72,Ryo Kawaoka,regular season
2014 - SF,1,22,23,0,1,1,-1,20,86.96,--,--,1,3,0,0,0,--,--,17,5,1,100,7.68,Ryo Kawaoka,post-season
2019 - SD,10,173,164,11,15,5,21,76,87.36,--,--,9,10,0,0,0,--,--,140,33,1,100,5.18,Ryo Senda,regular season
2019 - SD,2,13,9,0,0,0,0,2,100,--,--,1,0,0,0,0,--,--,5,8,0,--,--,Ryo Senda,post-season
2021 - MTL,8,175,208,17,39,4,52,131,94.24,676,2596,12,6,0,2,0,3,100,174,1,0,--,--,Sacha Poitte-Sokolsky,regular season
2019 - MTL,12,244,268,18,39,3,38,256,94.12,--,--,23,16,0,6,0,--,--,218,26,0,--,--,Sacha Poitte-Sokolsky,regular season
Career,20,419,476,35,78,7,90,387,94.16,676,2596,35,22,0,8,0,3,100,392,27,0,--,--,Sacha Poitte-Sokolsky,regular season
2021 - MTL,1,21,23,3,4,0,7,20,95.24,110,282,2,0,0,0,0,1,100,21,0,0,--,--,Sacha Poitte-Sokolsky,post-season
2017 - TOR,1,1,0,0,0,0,0,0,0,--,--,0,0,0,0,0,--,--,0,1,0,--,--,Sachin Raina,regular season
2016 - TOR,10,175,166,8,9,4,13,210,96.33,--,--,12,7,0,1,0,--,--,153,22,0,--,--,Sachin Raina,regular season
2015 - TOR,12,220,190,4,6,8,6,271,95.76,--,--,13,10,0,2,0,--,--,168,52,9,100,5.66,Sachin Raina,regular season
2014 - TOR,10,165,157,8,7,2,5,255,95.15,--,--,10,11,0,1,0,--,--,128,37,0,--,--,Sachin Raina,regular season
2013 - TOR,9,160,0,15,2,5,3,194,92.38,--,--,0,16,0,3,0,--,--,80,80,6,100,--,Sachin Raina,regular season
Career,42,721,515,35,24,19,27,930,94.99,--,--,35,44,0,7,0,--,--,529,192,15,100,5.66,Sachin Raina,regular season
2015 - TOR,2,28,28,2,0,1,1,28,96.55,--,--,1,1,0,1,0,--,--,26,2,0,--,--,Sachin Raina,post-season
2014 - TOR,2,26,19,0,1,1,1,47,97.92,--,--,3,1,0,0,0,--,--,23,3,0,--,--,Sachin Raina,post-season
2013 - TOR,2,27,0,2,2,1,3,48,96,--,--,0,2,0,0,0,--,--,26,1,0,--,--,Sachin Raina,post-season
Career,6,81,47,4,3,3,5,123,96.85,--,--,4,4,0,1,0,--,--,75,6,0,--,--,Sachin Raina,post-season
2013 - IND,10,123,0,2,3,6,6,32,88.89,--,--,0,4,0,1,0,--,--,15,108,0,--,--,Sajed Dosenbach,regular season
2017 - SJ,7,95,79,3,5,1,7,23,100,--,--,2,0,0,2,0,--,--,19,76,0,--,--,Sam Adamson,regular season
2017 - SJ,1,21,19,0,1,1,1,3,75,--,--,1,1,0,0,0,--,--,2,19,0,--,--,Sam Adamson,post-season
2021 - ATL,1,11,9,0,0,0,-1,1,50,8,21,0,1,0,0,0,0,0,0,11,1,50,--,Sam Batson,regular season
2019 - ATL,8,67,49,4,0,3,4,24,88.89,--,--,1,3,0,0,0,--,--,13,54,2,100,6.61,Sam Batson,regular season
2018 - ATL,8,128,125,0,18,2,17,28,90.32,--,--,1,3,0,0,0,--,--,51,77,4,100,4.79,Sam Batson,regular season
Career,17,206,184,4,18,5,20,53,88.33,8,21,2,7,0,0,0,0,0,64,142,7,87.5,5.4,Sam Batson,regular season
2019 - DC,2,7,3,0,0,0,0,1,100,--,--,0,0,0,0,0,--,--,0,7,0,--,--,Sam Brecker,regular season
2018 - MIN,10,229,209,16,18,4,24,244,94.57,--,--,24,13,0,1,0,--,--,153,76,16,94.12,5.87,Sam Bumsted,regular season
2017 - MIN,4,46,54,2,2,1,2,17,94.44,--,--,2,0,1,3,0,--,--,16,30,6,100,4.99,Sam Bumsted,regular season
Career,14,275,263,18,20,5,26,261,94.57,--,--,26,13,1,4,0,--,--,169,106,22,95.65,5.64,Sam Bumsted,regular season
2018 - MIN,1,15,12,1,1,0,1,4,80,--,--,0,1,0,0,0,--,--,5,10,0,--,--,Sam Bumsted,post-season
2015 - ROC,14,246,236,8,4,7,-6,126,83.44,--,--,5,20,0,5,0,--,--,55,191,59,92.19,6.17,Sam Carletta,regular season
2015 - SF,7,108,97,7,8,5,15,74,92.5,--,--,5,4,1,1,0,--,--,64,44,1,100,0.95,Sam Chatterton-Kirchmeier,regular season
2014 - SF,6,90,87,11,7,4,17,80,90.91,--,--,4,5,0,0,0,--,--,41,49,2,100,2.76,Sam Chatterton-Kirchmeier,regular season
Career,13,198,184,18,15,9,32,154,91.67,--,--,9,9,1,1,0,--,--,105,93,3,100,2.15,Sam Chatterton-Kirchmeier,regular season
2015 - SF,1,13,12,0,3,0,1,10,83.33,--,--,2,2,0,0,0,--,--,11,2,0,--,--,Sam Chatterton-Kirchmeier,post-season
2014 - SF,1,12,13,0,0,0,0,6,100,--,--,0,0,0,0,0,--,--,8,4,0,--,--,Sam Chatterton-Kirchmeier,post-season
Career,2,25,26,0,3,0,1,16,88.89,--,--,2,2,0,0,0,--,--,19,6,0,--,--,Sam Chatterton-Kirchmeier,post-season
2013 - PHI,4,38,0,2,1,0,-2,14,77.78,--,--,0,4,0,1,0,--,--,22,16,6,85.71,--,Sam Cocchia,regular season
2021 - LA,11,255,314,17,24,3,30,235,94.38,1275,1995,18,13,1,1,0,7,63.64,234,21,2,100,5.57,Sam Cook,regular season
2019 - SEA,4,59,53,3,4,1,6,25,92.59,--,--,2,2,0,0,0,--,--,48,11,1,100,4.77,Sam Cook,regular season
2018 - SEA,7,179,186,15,24,6,36,129,93.48,--,--,10,7,1,2,0,--,--,158,21,0,--,--,Sam Cook,regular season
2015 - SEA,8,130,114,2,6,5,11,10,83.33,--,--,1,2,0,0,0,--,--,11,119,0,--,--,Sam Cook,regular season
Career,30,623,669,37,58,15,83,399,93.66,1275,1995,31,24,2,3,0,7,63.64,451,172,3,100,5.3,Sam Cook,regular season
2015 - SEA,2,25,25,1,2,1,4,11,100,--,--,0,0,0,0,0,--,--,5,20,0,--,--,Sam Cook,post-season
2016 - CHA,8,96,102,4,3,5,6,76,91.57,--,--,6,5,0,1,0,--,--,22,74,0,--,--,Sam Cooper,regular season
2015 - RAL,3,39,40,2,0,1,1,15,88.24,--,--,1,1,0,1,0,--,--,2,37,0,--,--,Sam Cooper,regular season
Career,11,135,143,6,3,6,7,91,91,--,--,7,6,0,2,0,--,--,24,111,0,--,--,Sam Cooper,regular season
2017 - VAN,4,69,59,6,2,1,6,70,94.59,--,--,5,2,0,1,0,--,--,43,26,2,100,6.67,Sam Creed,regular season
2021 - ATL,2,31,35,0,0,1,0,28,100,162,69,2,0,0,1,0,0,0,19,12,0,--,--,Sam Diffin,regular season
2019 - IND,9,104,107,1,4,8,10,16,80,--,--,0,3,0,0,0,--,--,28,76,0,--,--,Sam Ellison,regular season
2019 - IND,2,30,42,0,0,1,1,5,100,--,--,0,0,0,0,0,--,--,3,27,0,--,--,Sam Ellison,post-season
2015 - PHI,9,131,122,5,4,4,11,26,92.86,--,--,2,2,0,0,0,--,--,29,102,1,100,1.8,Sam Esser,regular season
2014 - PHI,13,184,183,1,6,10,7,67,91.78,--,--,4,6,0,4,0,--,--,29,155,0,--,--,Sam Esser,regular season
2013 - PHI,9,92,0,1,12,5,8,57,89.06,--,--,0,7,0,3,0,--,--,41,51,0,--,--,Sam Esser,regular season
Career,31,407,305,7,22,19,26,150,90.91,--,--,6,15,0,7,0,--,--,99,308,1,100,1.8,Sam Esser,regular season
2013 - PHI,1,9,0,0,0,0,0,2,100,--,--,0,0,0,0,0,--,--,4,5,0,--,--,Sam Esser,post-season
2021 - NY,12,165,205,5,6,3,10,45,90,209,487,4,4,0,0,0,1,100,0,165,0,--,--,Sam Feder,regular season
2019 - NY,7,54,43,2,1,1,3,22,95.65,--,--,1,1,0,0,0,--,--,2,52,0,--,--,Sam Feder,regular season
Career,19,219,248,7,7,4,13,67,91.78,209,487,5,5,0,0,0,1,100,2,217,0,--,--,Sam Feder,regular season
2021 - NY,3,23,21,1,0,0,1,2,100,25,3,1,0,0,0,0,0,0,0,23,0,--,--,Sam Feder,post-season
2019 - NY,3,16,19,1,0,0,0,4,100,--,--,0,0,0,1,0,--,--,0,16,1,100,0.92,Sam Feder,post-season
Career,6,39,40,2,0,0,1,6,100,25,3,1,0,0,1,0,0,0,0,39,1,100,0.92,Sam Feder,post-season
2021 - LA,11,233,310,22,9,4,-3,359,90.2,2441,1363,28,34,0,4,0,16,66.67,226,7,1,100,3.16,Sam Fontaine,regular season
2019 - SD,10,222,216,20,9,4,22,162,92.05,--,--,10,9,0,2,0,--,--,54,168,19,100,5.39,Sam Fontaine,regular season
2018 - SD,12,241,191,23,12,5,32,185,95.36,--,--,15,7,0,1,0,--,--,83,158,5,100,5.49,Sam Fontaine,regular season
2017 - SD,6,75,59,3,2,5,9,22,95.65,--,--,3,1,0,0,0,--,--,7,68,0,--,--,Sam Fontaine,regular season
2015 - CHA,10,206,207,18,33,5,44,138,93.88,--,--,13,8,0,4,0,--,--,189,17,0,--,--,Sam Fontaine,regular season
Career,49,977,985,86,65,23,104,866,92.32,2441,1363,69,59,0,11,0,16,66.67,559,418,25,100,5.32,Sam Fontaine,regular season
2019 - SD,2,31,33,2,0,0,0,20,90.91,--,--,2,2,0,0,0,--,--,3,28,1,100,--,Sam Fontaine,post-season
2018 - SD,1,17,13,0,1,0,1,6,100,--,--,0,0,0,0,0,--,--,3,14,0,--,--,Sam Fontaine,post-season
Career,3,48,47,2,1,0,1,26,92.86,--,--,2,2,0,0,0,--,--,6,42,1,100,--,Sam Fontaine,post-season
2021 - PIT,3,37,27,0,0,0,0,9,100,19,25,3,0,0,0,0,0,0,1,36,0,--,--,Sam Gabrielson,regular season
2019 - RAL,2,24,21,0,1,0,0,12,92.31,--,--,0,1,0,0,0,--,--,0,24,0,--,--,Sam Gabrielson,regular season
Career,5,61,48,0,1,0,0,21,95.45,19,25,3,1,0,0,0,0,0,1,60,0,--,--,Sam Gabrielson,regular season
2021 - ATL,1,17,19,2,2,0,2,7,77.78,75,186,0,2,0,0,0,1,50,17,0,0,--,--,Sam Gainer,regular season
2018 - ATL,10,191,180,11,8,1,10,98,91.59,--,--,13,9,0,1,0,--,--,90,101,1,100,4.87,Sam Gainer,regular season
2017 - ATL,9,185,157,16,9,6,21,102,91.07,--,--,17,9,0,1,0,--,--,134,51,0,--,--,Sam Gainer,regular season
2016 - ATL,14,340,307,29,37,4,46,241,91.29,--,--,32,20,0,4,0,--,--,297,43,0,--,--,Sam Gainer,regular season
Career,34,733,664,58,56,11,79,448,91.06,75,186,62,40,0,6,0,1,50,538,195,1,100,4.87,Sam Gainer,regular season
2016 - ATL,2,44,46,4,3,2,4,31,86.11,--,--,1,5,0,0,0,--,--,40,4,0,--,--,Sam Gainer,post-season
2017 - SEA,3,47,40,1,3,2,6,23,100,--,--,4,0,0,0,0,--,--,13,34,0,--,--,Sam Harkness,regular season
2016 - SEA,7,139,143,7,6,2,6,26,76.47,--,--,3,8,0,1,0,--,--,33,106,0,--,--,Sam Harkness,regular season
2015 - SEA,10,159,133,6,10,5,17,57,93.44,--,--,2,3,1,1,0,--,--,32,127,0,--,--,Sam Harkness,regular season
Career,20,345,317,14,19,9,29,106,89.83,--,--,9,11,1,2,0,--,--,78,267,0,--,--,Sam Harkness,regular season
2016 - SEA,2,47,46,3,1,1,4,29,100,--,--,4,0,0,1,0,--,--,7,40,0,--,--,Sam Harkness,post-season
2015 - SEA,2,40,42,3,3,2,7,34,94.44,--,--,0,1,0,0,0,--,--,15,25,0,--,--,Sam Harkness,post-season
Career,4,87,89,6,4,3,11,63,96.92,--,--,4,1,0,1,0,--,--,22,65,0,--,--,Sam Harkness,post-season
2016 - SEA,8,139,131,7,18,11,33,64,94.12,--,--,7,2,0,1,0,--,--,56,83,10,100,6.04,Sam Hart,regular season
2015 - SEA,7,168,149,4,11,14,26,21,87.5,--,--,3,3,0,0,0,--,--,23,145,6,100,6,Sam Hart,regular season
Career,15,307,281,11,29,25,59,85,92.39,--,--,10,5,0,1,0,--,--,79,228,16,100,6.02,Sam Hart,regular season
2015 - SEA,1,2,1,0,0,0,0,1,100,--,--,0,0,0,0,0,--,--,0,2,0,--,--,Sam Hart,post-season
2021 - CHI,11,168,188,8,8,4,12,120,93.75,546,434,8,7,0,1,0,1,100,12,156,7,87.5,8.25,Sam Kaminsky,regular season
2021 - CHI,2,19,22,0,0,0,0,9,100,25,-3,0,0,0,0,0,0,0,2,17,0,--,--,Sam Kaminsky,post-season
2017 - SF,7,185,169,12,11,5,11,82,82.83,--,--,9,16,0,1,0,--,--,67,118,66,98.51,6.78,Sam Kanner,regular season
2016 - SF,2,52,51,7,3,0,8,32,91.43,--,--,1,2,1,0,0,--,--,24,28,10,100,6.27,Sam Kanner,regular season
2014 - SF,10,187,199,19,6,9,17,128,87.07,--,--,12,16,0,1,0,--,--,46,141,126,96.18,5.32,Sam Kanner,regular season
Career,19,424,419,38,20,14,36,242,86.12,--,--,22,34,1,2,0,--,--,137,287,202,97.12,5.85,Sam Kanner,regular season
2017 - SF,2,38,29,1,1,2,3,3,75,--,--,0,1,0,0,0,--,--,2,36,20,100,10.06,Sam Kanner,post-season
2016 - SF,1,16,13,2,1,1,3,5,83.33,--,--,0,1,0,0,0,--,--,5,11,8,100,5.19,Sam Kanner,post-season
Career,3,54,42,3,2,3,6,8,80,--,--,0,2,0,0,0,--,--,7,47,28,100,8.67,Sam Kanner,post-season
2018 - SJ,2,33,32,2,2,9,12,16,88.89,--,--,0,1,0,0,0,--,--,3,30,0,--,--,Sam Kunz,regular season
2016 - CHA,4,39,37,0,1,3,2,31,93.94,--,--,0,2,0,0,0,--,--,10,29,1,100,5.64,Sam Lee,regular season
2015 - CHA,11,131,128,6,6,1,-1,172,94.51,--,--,2,9,0,5,0,--,--,91,40,0,--,--,Sam Lee,regular season
Career,15,170,166,6,7,4,1,203,94.42,--,--,2,11,0,5,0,--,--,101,69,1,100,5.64,Sam Lee,regular season
2015 - SEA,4,77,65,1,6,0,5,36,94.74,--,--,3,2,0,0,0,--,--,52,25,0,--,--,Sam Lehman,regular season
2017 - NY,7,132,156,8,7,6,3,173,89.18,--,--,17,16,0,2,0,--,--,113,19,0,--,--,Sam Little,regular season
2016 - ATL,3,60,50,1,3,2,-2,29,80.56,--,--,3,7,0,1,0,--,--,16,44,3,100,6.1,Sam Little,regular season
Career,10,192,206,9,10,8,1,202,87.83,--,--,20,23,0,3,0,--,--,129,63,3,100,6.1,Sam Little,regular season
2016 - ATL,2,40,36,4,1,4,8,41,97.62,--,--,3,1,0,0,0,--,--,10,30,22,100,5.7,Sam Little,post-season
2016 - PHI,5,35,36,0,2,3,2,14,77.78,--,--,1,3,0,0,0,--,--,13,22,2,100,6.46,Sam Morgan,regular season
2015 - PHI,9,88,96,3,4,6,9,31,86.11,--,--,1,3,0,1,0,--,--,37,51,2,100,3.7,Sam Morgan,regular season
2014 - PHI,8,87,76,3,3,3,8,22,95.65,--,--,0,1,0,0,0,--,--,26,61,1,100,5.3,Sam Morgan,regular season
2013 - PHI,14,136,0,3,8,6,3,89,86.41,--,--,0,14,0,0,0,--,--,51,85,24,92.31,--,Sam Morgan,regular season
Career,36,346,209,9,17,18,22,156,86.67,--,--,2,21,0,1,0,--,--,127,219,29,93.55,5.48,Sam Morgan,regular season
2013 - PHI,1,14,0,1,0,0,1,7,100,--,--,0,0,0,0,0,--,--,5,9,4,100,--,Sam Morgan,post-season
2018 - AUS,3,24,25,0,0,2,0,3,75,--,--,0,1,0,1,0,--,--,4,20,0,--,--,Sam Murphy,regular season
2016 - PHI,5,49,44,0,3,4,2,12,80,--,--,3,2,0,3,0,--,--,31,18,0,--,--,Sam Peezick,regular season
2015 - PHI,11,150,139,4,15,3,13,29,80.56,--,--,5,6,0,3,0,--,--,97,53,1,100,--,Sam Peezick,regular season
Career,16,199,184,4,18,7,15,41,80.39,--,--,8,8,0,6,0,--,--,128,71,1,100,--,Sam Peezick,regular season
2017 - SEA,10,166,141,11,3,4,3,83,83,--,--,5,14,0,1,0,--,--,27,139,2,100,4.99,Sam Pickel,regular season
2016 - SEA,3,36,22,0,4,1,4,8,88.89,--,--,0,1,0,0,0,--,--,4,32,0,--,--,Sam Pickel,regular season
Career,13,202,164,11,7,5,7,91,83.49,--,--,5,15,0,1,0,--,--,31,171,2,100,4.99,Sam Pickel,regular season
2021 - LA,5,66,73,0,3,2,4,10,90.91,60,224,0,1,0,0,0,0,0,2,64,0,--,--,Sam Plasman,regular season
2019 - LA,9,111,100,3,9,4,14,20,95.24,--,--,3,1,0,1,0,--,--,28,83,0,--,--,Sam Plasman,regular season
2018 - LA,10,130,117,2,11,5,15,20,86.96,--,--,4,3,0,0,0,--,--,8,122,0,--,--,Sam Plasman,regular season
2017 - LA,2,22,14,0,0,0,0,2,100,--,--,0,0,0,0,0,--,--,1,21,0,--,--,Sam Plasman,regular season
2016 - LA,4,43,20,0,2,0,0,5,83.33,--,--,0,1,0,1,0,--,--,0,43,0,--,--,Sam Plasman,regular season
Career,30,372,325,5,25,11,33,57,90.48,60,224,7,6,0,2,0,0,0,39,333,0,--,--,Sam Plasman,regular season
2019 - LA,1,13,9,0,0,0,0,0,0,--,--,0,0,0,0,0,--,--,2,11,0,--,--,Sam Plasman,post-season
2018 - LA,2,16,16,0,0,1,1,0,0,--,--,0,0,0,0,0,--,--,1,15,0,--,--,Sam Plasman,post-season
Career,3,29,26,0,0,1,1,0,0,--,--,0,0,0,0,0,--,--,3,26,0,--,--,Sam Plasman,post-season
2012 - RIR,5,9,0,0,3,0,2,7,87.5,--,--,0,1,0,0,0,--,--,4,5,0,--,--,Sam Richards,regular season
2012 - RIR,1,2,0,0,1,0,1,1,100,--,--,0,0,0,0,0,--,--,1,1,0,--,--,Sam Richards,post-season
2013 - NY,6,47,0,1,0,2,0,23,85.19,--,--,0,3,1,0,0,--,--,2,45,0,--,--,Sam Ross,regular season
2016 - CIN,9,125,119,7,0,7,-13,112,80,--,--,7,27,0,0,0,--,--,53,72,44,91.67,7.34,Sam Schurer,regular season
2015 - PIT,10,175,150,16,2,6,10,113,87.6,--,--,11,13,0,1,0,--,--,13,162,113,94.17,6.41,Sam Schurer,regular season
Career,19,300,269,23,2,13,-3,225,83.64,--,--,18,40,0,1,0,--,--,66,234,157,93.45,6.67,Sam Schurer,regular season
2015 - PIT,1,9,10,0,0,0,0,3,100,--,--,1,0,0,0,0,--,--,0,9,8,88.89,5.12,Sam Schurer,post-season
2018 - IND,12,243,285,11,18,3,7,350,94.09,--,--,19,20,0,5,0,--,--,212,31,1,100,5.6,Sam Sohn,regular season
2017 - IND,6,102,91,5,1,1,-1,118,93.65,--,--,8,6,0,2,0,--,--,82,20,0,--,--,Sam Sohn,regular season
2016 - IND,12,200,176,14,3,3,9,172,92.97,--,--,13,10,0,1,0,--,--,113,87,2,100,5.89,Sam Sohn,regular season
Career,30,545,552,30,22,7,15,640,93.7,--,--,40,36,0,8,0,--,--,407,138,3,100,5.79,Sam Sohn,regular season
2018 - IND,2,32,26,1,3,2,4,10,90.91,--,--,0,0,0,2,0,--,--,20,12,0,--,--,Sam Sohn,post-season
2018 - SF,10,260,260,8,8,2,7,305,95.91,--,--,12,9,0,2,0,--,--,229,31,1,100,6.6,Sam Swink,regular season
2017 - SF,8,137,115,2,2,1,3,59,98.33,--,--,3,0,0,2,0,--,--,34,103,2,100,6.55,Sam Swink,regular season
2016 - SF,12,242,215,5,10,3,8,255,95.86,--,--,8,10,0,0,0,--,--,183,59,0,--,--,Sam Swink,regular season
2015 - SF,7,128,120,9,3,3,9,155,97.48,--,--,16,3,2,3,0,--,--,85,43,0,--,--,Sam Swink,regular season
Career,37,767,712,24,23,9,27,774,96.39,--,--,39,22,2,7,0,--,--,531,236,3,100,6.57,Sam Swink,regular season
2017 - SF,1,17,16,1,1,0,2,12,92.31,--,--,2,0,0,0,0,--,--,0,17,0,--,--,Sam Swink,post-season
2016 - SF,1,13,11,0,1,0,0,11,91.67,--,--,0,1,0,0,0,--,--,12,1,0,--,--,Sam Swink,post-season
Career,2,30,28,1,2,0,2,23,92,--,--,2,1,0,0,0,--,--,12,18,0,--,--,Sam Swink,post-season
2021 - CHI,4,40,50,1,2,1,-1,15,75,166,157,3,5,0,0,0,1,100,14,26,0,--,--,Sam Tagle,regular season
2017 - NY,11,111,122,6,0,2,2,60,88.24,--,--,10,6,1,0,0,--,--,28,83,8,80,5.9,Sam Taylor,regular season
2016 - NY,13,244,259,7,4,13,8,161,91.48,--,--,9,15,0,1,0,--,--,66,178,128,96.97,6.38,Sam Taylor,regular season
2015 - NY,13,250,301,8,11,17,27,102,91.89,--,--,10,7,0,2,0,--,--,26,224,207,91.59,6.61,Sam Taylor,regular season
2014 - NY,12,210,223,6,21,5,19,118,92.91,--,--,13,8,2,5,0,--,--,159,51,11,91.67,5.15,Sam Taylor,regular season
Career,49,815,906,27,36,37,56,441,91.49,--,--,42,36,3,8,0,--,--,279,536,354,93.16,6.47,Sam Taylor,regular season
2016 - NY,1,17,21,0,0,1,1,10,100,--,--,1,0,0,0,0,--,--,2,15,13,100,6.28,Sam Taylor,post-season
2015 - NY,2,48,45,1,2,2,3,26,89.66,--,--,5,2,0,0,0,--,--,5,43,42,97.67,6.87,Sam Taylor,post-season
2014 - NY,2,30,26,1,1,1,1,12,85.71,--,--,0,2,0,0,0,--,--,8,22,2,66.67,5.76,Sam Taylor,post-season
Career,5,95,92,2,3,4,5,48,90.57,--,--,6,4,0,0,0,--,--,15,80,57,96.61,6.71,Sam Taylor,post-season
2014 - DC,13,198,195,7,6,4,5,187,94.92,--,--,11,9,0,3,0,--,--,86,112,0,--,--,Sam Trachtman,regular season
2014 - DC,1,11,11,0,0,0,-1,8,100,--,--,1,0,0,1,0,--,--,6,5,0,--,--,Sam Trachtman,post-season
2021 - PIT,12,305,299,22,5,10,4,191,83.41,2092,982,10,31,1,2,0,12,46.15,58,247,197,95.63,6.22,Sam VanDusen,regular season
2019 - PIT,10,271,276,33,8,9,20,208,85.25,--,--,15,27,0,3,0,--,--,58,213,196,94.69,5.91,Sam VanDusen,regular season
